Requirement ID,Record Type,Source Document,Section / Table Location,Title,Required Behaviour & Acceptance Criteria,Implementation Code Files,Acceptance Test File,Specific Test Name / Procedure,Verification Evidence (Commit: 4bac6fa),Status,Human Approval Gate
audit_event_id,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Immutable material-action record ID.,UUID/string,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
correlation_id,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Links request/job/audit flow.,String,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Product model,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix G — Final Release 1.0 Decision Register,One genealogy-centered mobile/community platform plus web governance portal and shared backend,One genealogy-centered mobile/community platform plus web governance portal and shared backend,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Release scope,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix G — Final Release 1.0 Decision Register,Every feature in approved requirements is Release 1.0; no intentional feature deferral,Every feature in approved requirements is Release 1.0; no intentional feature deferral,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Mobile,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix G — Final Release 1.0 Decision Register,Flutter Android + iOS,Flutter Android + iOS,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Admin,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix G — Final Release 1.0 Decision Register,Next.js TypeScript web portal,Next.js TypeScript web portal,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Backend,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix G — Final Release 1.0 Decision Register,NestJS TypeScript modular architecture,NestJS TypeScript modular architecture,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Primary DB,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix G — Final Release 1.0 Decision Register,PostgreSQL,PostgreSQL,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Cache/ephemeral,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix G — Final Release 1.0 Decision Register,Redis,Redis,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
APIs,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix G — Final Release 1.0 Decision Register,REST/OpenAPI + WebSocket realtime,REST/OpenAPI + WebSocket realtime,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Authentication,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix G — Final Release 1.0 Decision Register,Mobile OTP with secure sessions; privileged admin controls strengthened,Mobile OTP with secure sessions; privileged admin controls strengthened,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Person vs User,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix G — Final Release 1.0 Decision Register,Separate; Person can exist without account,Separate; Person can exist without account,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Genealogy mutation,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix G — Final Release 1.0 Decision Register,Governed request/approval or authorized audited administrative/import workflow,Governed request/approval or authorized audited administrative/import workflow,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Direct facts,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix G — Final Release 1.0 Decision Register,Parent-child and spouse/approved direct links as trusted graph foundation,Parent-child and spouse/approved direct links as trusted graph foundation,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Derived relationships,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix G — Final Release 1.0 Decision Register,Calculated; culturally labeled by approved Nata/Saino rule set,Calculated; culturally labeled by approved Nata/Saino rule set,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Duplicate management,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix G — Final Release 1.0 Decision Register,Mandatory candidate check and governed merge,Mandatory candidate check and governed merge,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Nata/Saino,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix G — Final Release 1.0 Decision Register,Full Release 1.0 engine; authoritative rule catalogue signed before GA,Full Release 1.0 engine; authoritative rule catalogue signed before GA,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Tithi/Shraddha,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix G — Final Release 1.0 Decision Register,Release 1.0 approved rule/source integration with provenance/versioning,Release 1.0 approved rule/source integration with provenance/versioning,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Cultural content,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix G — Final Release 1.0 Decision Register,CMS + approval + bilingual publication,CMS + approval + bilingual publication,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Calendar/events,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix G — Final Release 1.0 Decision Register,"BS/AD/Tithi context, all documented event types","BS/AD/Tithi context, all documented event types",services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Household map,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix G — Final Release 1.0 Decision Register,Release 1.0 with privacy-preserving location precision,Release 1.0 with privacy-preserving location precision,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Messaging,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix G — Final Release 1.0 Decision Register,One-to-one and group chat + media + receipts + offline behavior + safety controls,One-to-one and group chat + media + receipts + offline behavior + safety controls,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Languages,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix G — Final Release 1.0 Decision Register,Nepali and English,Nepali and English,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Backup/DR,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix G — Final Release 1.0 Decision Register,"RPO <= 15 min, RTO <= 4 h baseline; restore testing required","RPO <= 15 min, RTO <= 4 h baseline; restore testing required",services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Legal/privacy,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix G — Final Release 1.0 Decision Register,Formal Nepal-oriented review required before GA,Formal Nepal-oriented review required before GA,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Production quality,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix G — Final Release 1.0 Decision Register,"Security, performance, migration, accessibility/localization, operations and UAT release gates are mandatory","Security, performance, migration, accessibility/localization, operations and UAT release gates are mandatory",services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Business Sponsor,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix I — Final Stakeholder Sign-Off,____________________,____________________,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Product Vision,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix J — Pre-Development Documentation Coverage Matrix,Section 1,"Signed product purpose, users, value, vision, objectives and metrics",services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Business Requirements Document,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix J — Pre-Development Documentation Coverage Matrix,"Sections 1–7, 10, 48; Appendices A, C, G","Business capabilities, governance, processes, constraints, acceptance and decisions frozen",services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Product Requirements Document,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix J — Pre-Development Documentation Coverage Matrix,"Sections 2–6, 8–10, 33–34","Personas, complete R1 feature scope, user needs, metrics, assumptions, dependencies and delivery plan",services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Product Roadmap,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix J — Pre-Development Documentation Coverage Matrix,"Sections 33–34, 38","Integrated Release 1.0 workstreams, SDLC milestones, dependencies and launch gates",services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Software Requirements Specification,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix J — Pre-Development Documentation Coverage Matrix,"Sections 8–10, 26–28",Unique functional/NFR IDs and measurable acceptance,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Use Cases & User Journeys,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix J — Pre-Development Documentation Coverage Matrix,"Section 5, Section 25, Appendix B","Actor, precondition, trigger, flows, failures, postcondition, notifications and acceptance",services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Roles & Permissions Matrix,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix J — Pre-Development Documentation Coverage Matrix,"Section 2, Appendix A",View/create/request/approve/reject/manage/export/audit authority defined,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
