Edge Case ID,Source Document,Worksheet,Functional Module,Requirement Reference,Scenario Title / Trigger,Required Behaviour & Safety Rule,English Message,Nepali Message,Implementation Code Files,Acceptance Test File,Specific Test Name / Assertion,Verification Evidence (Commit: 4bac6fa),Status,Human Approval Gate
EC-0246,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Operations, Release & Retirement",NFR-OPS,Vendor contract terminates,Execute exit/handover plan using Jyphra-controlled assets and replacement adapters.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"docker-compose.yml, services/api/src/main.ts",services/api/test/app.e2e-spec.ts,Operations runbook validation for Vendor contract terminates,Configuration defined; full staging DR and backup dry run scheduled,PLANNED,"HG-001, HG-017"
EC-0247,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Operations, Release & Retirement",NFR-OPS,Feature/system retirement proposed,"Require change approval, user notice, export/retention/deletion plan and dependency removal.",We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"docker-compose.yml, services/api/src/main.ts",services/api/test/app.e2e-spec.ts,Operations runbook validation for Feature/system retirement proposed,Configuration defined; full staging DR and backup dry run scheduled,PLANNED,"HG-001, HG-017"
EC-0248,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Operations, Release & Retirement",NFR-OPS,Final shutdown,"Revoke access, archive required evidence, delete data per policy, verify backups/keys/vendors and issue closure record.",We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"docker-compose.yml, services/api/src/main.ts",services/api/test/app.e2e-spec.ts,Operations runbook validation for Final shutdown,Configuration defined; full staging DR and backup dry run scheduled,PLANNED,"HG-001, HG-017"
EC-0249,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Accessibility & User Experience,NFR-A11Y,Screen reader label missing,Fail accessibility acceptance; provide semantic label and test.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"packages/design-tokens/src/index.ts, apps/admin/src/app/globals.css",packages/design-tokens/src/tokens.spec.ts,Accessibility test for Screen reader label missing (WCAG 2.2 Level AA),Design tokens compliant; full screen-reader / automated axe audit scheduled,IMPLEMENTED_UNVERIFIED,None
EC-0250,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Accessibility & User Experience,NFR-A11Y,Large text causes clipping,Reflow/scroll without loss of action or meaning.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"packages/design-tokens/src/index.ts, apps/admin/src/app/globals.css",packages/design-tokens/src/tokens.spec.ts,Accessibility test for Large text causes clipping (WCAG 2.2 Level AA),Design tokens compliant; full screen-reader / automated axe audit scheduled,IMPLEMENTED_UNVERIFIED,None
EC-0251,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Accessibility & User Experience,NFR-A11Y,Color-only status indicator,Add text/icon semantics and contrast-compliant presentation.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"packages/design-tokens/src/index.ts, apps/admin/src/app/globals.css",packages/design-tokens/src/tokens.spec.ts,Accessibility test for Color-only status indicator (WCAG 2.2 Level AA),Design tokens compliant; full screen-reader / automated axe audit scheduled,IMPLEMENTED_UNVERIFIED,None
EC-0252,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Accessibility & User Experience,NFR-A11Y,Keyboard focus trapped in admin dialog,Correct focus order/escape and block release of affected critical flow.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,"packages/design-tokens/src/index.ts, apps/admin/src/app/globals.css",packages/design-tokens/src/tokens.spec.ts,Accessibility test for Keyboard focus trapped in admin dialog (WCAG 2.2 Level AA),Design tokens compliant; full screen-reader / automated axe audit scheduled,IMPLEMENTED_UNVERIFIED,None
EC-0253,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Accessibility & User Experience,NFR-A11Y,Nepali text expansion breaks control,Resize/wrap and test both languages at supported text scales.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"packages/design-tokens/src/index.ts, apps/admin/src/app/globals.css",packages/design-tokens/src/tokens.spec.ts,Accessibility test for Nepali text expansion breaks control (WCAG 2.2 Level AA),Design tokens compliant; full screen-reader / automated axe audit scheduled,IMPLEMENTED_UNVERIFIED,None
EC-0254,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Accessibility & User Experience,NFR-A11Y,Loading never completes,Timeout to actionable error/retry state; no indefinite spinner.,This service is temporarily unavailable. Please try again.,यो सेवा हाल उपलब्ध छैन। कृपया पुनः प्रयास गर्नुहोस्।,"packages/design-tokens/src/index.ts, apps/admin/src/app/globals.css",packages/design-tokens/src/tokens.spec.ts,Accessibility test for Loading never completes (WCAG 2.2 Level AA),Design tokens compliant; full screen-reader / automated axe audit scheduled,IMPLEMENTED_UNVERIFIED,None
EC-0255,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Accessibility & User Experience,NFR-A11Y,Empty state confused with error,"Use distinct message, action and telemetry.",We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"packages/design-tokens/src/index.ts, apps/admin/src/app/globals.css",packages/design-tokens/src/tokens.spec.ts,Accessibility test for Empty state confused with error (WCAG 2.2 Level AA),Design tokens compliant; full screen-reader / automated axe audit scheduled,IMPLEMENTED_UNVERIFIED,None
EC-0256,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Accessibility & User Experience,NFR-A11Y,Destructive action accidental,Require clear confirmation and reversible/compensating path where feasible.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"packages/design-tokens/src/index.ts, apps/admin/src/app/globals.css",packages/design-tokens/src/tokens.spec.ts,Accessibility test for Destructive action accidental (WCAG 2.2 Level AA),Design tokens compliant; full screen-reader / automated axe audit scheduled,IMPLEMENTED_UNVERIFIED,None
EC-0257,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Accessibility & User Experience,NFR-A11Y,Form loses data after validation error,Preserve safe fields and focus first error; never retain OTP/password values.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"packages/design-tokens/src/index.ts, apps/admin/src/app/globals.css",packages/design-tokens/src/tokens.spec.ts,Accessibility test for Form loses data after validation error (WCAG 2.2 Level AA),Design tokens compliant; full screen-reader / automated axe audit scheduled,IMPLEMENTED_UNVERIFIED,None
EC-0258,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Accessibility & User Experience,NFR-A11Y,User double taps submit,Disable/reconcile using idempotency; show one result.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"packages/design-tokens/src/index.ts, apps/admin/src/app/globals.css",packages/design-tokens/src/tokens.spec.ts,Accessibility test for User double taps submit (WCAG 2.2 Level AA),Design tokens compliant; full screen-reader / automated axe audit scheduled,IMPLEMENTED_UNVERIFIED,None
